vio_secs,vio_nsecs,vio_position_x,vio_position_y,vio_position_z,vio_orientation_x,vio_orientation_y,vio_orientation_z,vio_orientation_w
1728931581,754703857,-0.002804078860208392,-0.0016951276920735836,0.0008224123739637434,-9.735673956146065e-05,7.838011021554802e-06,0.00024070963980882298,0.9999999701976772
1728931581,799212646,-0.002804078860208392,-0.0016951272264122963,0.0008224123739637434,-9.740144304637446e-05,7.89016508728758e-06,0.0002406835627759566,0.9999999701976772
1728931581,843721436,-0.0029575047083199024,-0.0017805718816816807,0.000874370860401541,-0.00010180101253692873,7.309019892320934e-06,0.0002484077233109353,0.9999999552965154
1728931581,888229980,-0.003221800085157156,-0.001924754586070776,0.0009729494340717793,-0.00011357944966462787,9.834766827587801e-06,0.0002615014208034319,0.9999999552965154
1728931581,932739746,-0.003541555954143405,-0.002092658542096615,0.0010950188152492046,-0.00012136996515810304,1.2375415109122722e-05,0.00027847291698890477,0.9999999403953534
1728931581,966121582,-0.003669814672321081,-0.0021429629996418953,0.0011737652821466327,-0.0001211762473425362,1.861527631488728e-05,0.00028955937510577516,0.9999999627470963
1728931582,10630371,-0.0038137880619615316,-0.0022388268262147903,0.0011480360990390182,-0.00011228782244782728,1.8773601438218454e-05,0.00030169265055543634,0.9999999478459345
1728931582,55139160,-0.00395126873627305,-0.002318033715710044,0.0011498479871079326,-0.00011763990073263143,2.912059578183424e-05,0.00031260775169919666,0.9999999478459345
1728931582,88520752,-0.00395126873627305,-0.002318033715710044,0.0011498479871079326,-0.00011760742260863511,2.9188117106952237e-05,0.0003126203292130161,0.9999999329447724
1728931582,133031006,-0.00395126873627305,-0.002318033715710044,0.0011498479871079326,-0.0001176297717226941,2.9188116454546922e-05,0.00031262265053194724,0.9999999552965154
1728931582,166413086,-0.0037894032429903746,-0.002200119895860553,0.0011320270132273436,-0.0001220167678156301,2.6628376442183848e-05,0.0002996586419463943,0.9999999478459345
1728931582,188666992,-0.0037894032429903746,-0.00220012036152184,0.0011320265475660563,-0.00012195856015168087,2.666935463760411e-05,0.0002996549166559016,0.9999999478459345
1728931582,244304199,-0.0037894032429903746,-0.0022001212928444147,0.001132026081904769,-0.0001221001211904054,2.6626513796937473e-05,0.0002996437407844233,0.9999999478459345
1728931582,299940430,-0.0037894032429903746,-0.0022001222241669893,0.0011320256162434816,-0.00012211502417203227,2.662185758051817e-05,0.00029964747054001185,0.9999999329447724
1728931582,333322510,-0.0037894032429903746,-0.002200123155489564,0.0011320251505821943,-0.00012204796621417862,2.6632101534251965e-05,0.0002996511891328333,0.9999999552965154
1728931582,366704590,-0.0037894032429903746,-0.0022001240868121386,0.001132024684920907,-0.0001220852209380403,2.673361609778505e-05,0.0002996884465031895,0.9999999403953534
1728931582,400086670,-0.0037894032429903746,-0.002200125018134713,0.0011320242192596197,-0.00012208522275725212,2.6821160824683448e-05,0.0002997354827624183,0.9999999254941913
1728931582,433468750,-0.0037894032429903746,-0.002200125949457288,0.0011320237535983324,-0.0001220987978757576,2.682767968342784e-05,0.000299736409618641,0.9999999403953534
1728931582,466850830,-0.0037894032429903746,-0.0022001268807798624,0.001132023287937045,-0.00012212992351434742,2.686691144904781e-05,0.00029965584797852476,0.9999999478459345
1728931582,511360840,-0.0037894032429903746,-0.002200127812102437,0.0011320228222757578,-0.00012214732760586824,2.6812778321575023e-05,0.000299577616878177,0.9999999478459345
1728931582,555869873,-0.0037894032429903746,-0.0022001287434250116,0.0011320223566144705,-0.00012216717732949143,2.682209174764708e-05,0.0002995692372065333,0.9999999403953534
1728931582,600378906,-0.0039380560629069805,-0.0022777083795517683,0.0011813051532953978,-0.00012028217942994293,2.425536639830149e-05,0.00029762090804685956,0.9999999478459345
1728931582,633760986,-0.004026299342513084,-0.002312298398464918,0.0012335388455539942,-0.00011888147109040467,2.2763387725555206e-05,0.00029025927053447244,0.9999999403953534
1728931582,678270996,-0.004180281888693571,-0.0024235949385911226,0.0012233757879585028,-0.00011792779583852434,1.2107194101440615e-05,0.00028911979514240185,0.9999999478459345
1728931582,711652100,-0.004180281888693571,-0.0024235949385911226,0.0012233767192810774,-0.00011791289379803375,1.2114644592164973e-05,0.00028908254008364146,0.9999999552965154
1728931582,756162109,-0.00406231451779604,-0.0023482816759496927,0.001231035916134715,-0.00012418628294108596,3.6954881412754162e-06,0.00028705225678021893,0.9999999552965154
1728931582,800671143,-0.004162347409874201,-0.0024174496065825224,0.001191572635434568,-0.00013522804387933228,-6.57886296118184e-06,0.0002976432575722008,0.9999999552965154
1728931582,856308350,-0.00415261834859848,-0.002457066671922803,0.001264137914404273,-0.00014942885113189465,-1.2446195443549563e-05,0.000303104533393884,0.9999999552965154
1728931582,900817383,-0.004383573308587074,-0.0026359742041677237,0.0013898045290261507,-0.0001416057443205397,-1.2554229147643342e-05,0.00031503664579488267,0.9999999329447724
1728931582,934199463,-0.004567323252558708,-0.0027316089253872633,0.0014006479177623987,-0.00014221855355611788,-1.1499971836803685e-05,0.00031675400237763,0.9999999403953534
1728931582,967581299,-0.00462490925565362,-0.0027312631718814373,0.0014246755745261908,-0.0001613721359696185,1.6391278412353326e-06,0.00031232835956629607,0.9999999329447724
1728931583,963379,-0.004742658231407404,-0.0027580009773373604,0.0014897666405886412,-0.0001821965087769338,1.3493002265274683e-05,0.000311046857300214,0.9999999403953534
1728931583,45472412,-0.004776775371283293,-0.0027465405873954296,0.0015573378186672926,-0.0002166591746106135,2.5264920686552053e-05,0.0003071278562492034,0.9999999254941913
